text,label,input
"This is the first Guinea Pig film from Japan and this is the sickest, in my opinion. A bunch of guys torture a girl for several days before finally killing her. And at this point, I will say that these films are NOT real! They are faked horror films which try to be as realistic as possible.<br /><br />The scenes are sickening but also unrealistic in many cases. For example, when they kick the girl in the floor, we can clearly see how they kick and stump the floor near the girl! And how stupid this looks! The sound effects are also unrealistic and don't make sense. Other scenes include animal intestines thrown on the girl, the girl exposed to loud noises for many hours, the ripping off of fingernails, worms placed on the wounds in the girl's body, the eye pierced and mutilated in horrific detail and stuff like that. Very sick and mean spirited film and has absolutely nothing valuable or cinematically significant. This first entry is the sickest and most amateurish Guinea Pig, although it is not as bloody as the next part, Flowers of Flesh and Blood, which tries to be as shocking as possible.<br /><br />Guinea Pig: Devil's Experiment is perhaps the sickest thing I've seen and the closest thing to snuff there is. This is still (of course) faked s(n/t)uff, the only difference to genuine ""snuff film"" is that no one dies or hurts for real in this film. I cannot recommend this to anyone since thi s is so s****y and repulsive. They who consider this is a great horror film understand nothing about cinema and the real meaning of it. I watched this as a curiosity (as the other parts in the series) and now I know how insignificant trash these are. They work only in shock level and that's not too valuable cinematic achievement. Devil's Experiment is perhaps the sickest film I've seen and Mermaid in a Manhole (Guinea Pig 4) is perhaps the most disgusting film I've seen. So these are pretty extreme in my book, but that's all they are.",0,"This is the first Guinea Pig film from Japan and this is the sickest, in my opinion. A bunch of guys torture a girl for several days before"
"""True"" story of a late monster that appears when an American industrial plant begins polluting the waters. Amusing, though not really good, monster film has lots of people trying to get the monster and find out whats going on but not in a completely involving way. Give it points for giving us a giant monster that they clearly built to scale for some scenes but take some away in that it looks like a non threatening puppy. An amusing exploitation film thats enjoyably silly in the right frame of mind. (My one complaint is that the print used on the Elvira release is so poor that it looks like a well worn video tape copy that was past its prime 20 years ago.)",0,"""True"" story of a late monster that appears when an American industrial plant begins polluting the waters. Amusing, though not really good, monster film"
"Even if you could get past the idea that these boring characters personally witnessed every Significant Moment of the 1960s (ok, so Katie didn't join the Manson Family, and nobody died at Altamont), this movie was still unbelievably awful. I got the impression that the ""writers"" just locked themselves in a room and watched ""Forrest Gump,"" ""The Wonder Years,"" and Oliver Stone's 60s films over and over again and called it research. A Canadian television critic called the conclusion of the first episode ""head spinning"". He was right.",0,"Even if you could get past the idea that these boring characters personally witnessed every Significant Moment of the 1960s (ok, so Katie didn't join"
"I saw the MST3K version of ""Deathstalker III"" and loved the movie so much -- even ""unmystied"" -- that I decided to watch the entire series of ""Deathstalker"" films. I bought I and II and settled down for a laugh.<br /><br />Nothing about ""Deathstalker I"" was funny on any level and when the credits rolled I was embarrassed and regretful that I had bought it! Too much ugliness and nudity. I guess either ""DS 3"" was a much cleaner production or MST3K really edited a lot because I expected something similar, i.e. stupid and carefree and simple. I was wrong. Even at $6.99 it seemed a waste of money. I didn't even open ""DS 2"" as I will return it tomorrow. Now I'll probably just throw away this DVD as I can't return it and no one wants it -- including myself! So really, don't bother with this one. Even the nudity (lots of it, btw) is uninspiring and icky.",0,"I saw the MST3K version of ""Deathstalker III"" and loved the movie so much -- even ""unmystied"" -- that I"
"I have a question for the writers and producers of ""Prozac Nation"": What is the root cause and what is the solution to the widespread problem of personal depression in America? In the moving performance of Christina Ricci as Liz Wurtzel, the film portrays a young woman with unlimited potential as a Harvard student and as a writer. But this is not a story of success, only one of self-destruction as we watch Liz bring misery into the lives everyone who comes in contact with her. The film examines divorce, family dysfunction, drugs, alcohol, and prescription medication as possible reasons for Liz's unhappiness. But none of those superficial explanations are satisfactory.<br /><br />At some point in the film, it would have been helpful to suggest that Liz needs to take responsibility for her life and her problems. No light was shed on what the film alleged to be a runaway problem in ""The United States of Depression."" In the story, Liz had a caring therapist (Anne Heche), a caring roommate (Michele Williams), a caring boyfriend (Jason Biggs), and a troubled but caring parent (Jessica Lange). In a key scene in the film, Liz is lying in a hospital bed watching the break-up of the space shuttle Challenger. Instead of equating Challenger with Liz's life, the film should have used the image as a starting point for her healing and recovery.<br /><br />This film reminded me of a generic made-for-cable ""victim"" film on the Lifetime network. An excellent cast was wasted, especially in the earnest performance of Christina Ricci. The real-life Elizabeth Wurtzel obviously found within herself the resources to cope with her depression and become a successful author. It is unfortunate that the film could not offer us even the slightest glimpse into her courageous spirit.",0,"I have a question for the writers and producers of ""Prozac Nation"": What is the root cause and what is the solution to the widespread problem of personal"
"Near the beginning, after it's been established that outlaw John Dillinger (Warren Oates), is an egomaniacal rapist, another bandit of the 1930s is cornered in a farm house and surrounded by the FBI. Second-in-command Melvin Purvis (Ben Johnson), surveys the situations, sticks a lighted cigar in his mouth, picks up two loaded .45-caliber automatics, and stalks off into the distant house alone. Bang, bang, bang. Purvis emerges alone from the house, carrying the female hostage, the miscreant dead. All in long shot.<br /><br />If you're enthralled by stories like Red Riding Hood, this should have considerable appeal.<br /><br />Oh, it's as exciting as it is mindless. Pretty Boy Floyd meets his demise dramatically. Multiple violations of the civic code. Plenty of shoot outs with Tommy guns and pistols. Blood all over.<br /><br />As history, it stinks. Few remember Melvin Purvis as an FBI hero, partly, I would guess, because of his name. Melvin PURVIS? We all remember J. Edgar Hoover, who fired Melvin Purvis because he was a rival in the quest for public attention though.<br /><br />The picture was written and directed by John Milius. He's the guy who had it written into his contract that, should any animals be shot and killed in the course of one of his productions, he should be the designated shooter. Milius is the guy, a compleat gun freak, who had Teddy Roosevelt's Rough Riders in the Spanish-American war shouting quotations from Henry V -- ""Saint Crispin's Day"" and all that.<br /><br />Exciting, yes, and complete garbage. ""I knew I'd never take him alive, and I didn't try too hard neither."" That is, kill 'em all and let God sort them out.<br /><br />You'll just love it.",0,"Near the beginning, after it's been established that outlaw John Dillinger (Warren Oates), is an egomaniacal rapist,"
Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! I am desperate for a good movie that will do ONE of his books justice!,0,Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie
"I like Wes Studi & especially Adam Beach, but whoa is this movie a load of pretentiousness. Ponderously slow. Overly cryptic to the point of obfuscation, not because the plot warrants it but because there is almost no plot. Even less in the way of characterization. This is almost like one of those creaky old Charlie Chan mysteries (the cheaper Monogram studio versions) with lots of red herrings & oddball characters (like the old ex-senator with the checkered past who is now a recluse) & loads of people getting killed over objets d'art that you wouldn't look twice at in the mall. Great scenery, though. Pretty hair on the redhead, too, although I never did figure out what she was doing in this at all. Neither could my wife. Sheesh, at least the old B-movies had the decency to be short.",0,"I like Wes Studi & especially Adam Beach, but whoa is this movie a load of pretentiousness. Ponderously slow. Overly cryptic"
"Olivier Assayas' film stars Asia Argento as a woman who had a relationship with Michael Madsen. Madsen is a business man who's in financial trouble. In desperation he is going to sell his share of a business to a company called Golden Eagle, a company from the Far East. As Madsen begins his moves away from his company Asia Argento returns to his life. The pair had a torrid love affair that included her doing business favors for Madsen (with said Golden Eagle). Once Argento enters the film the film follows her as we see the tangled web she's woven and how the complications spin dangerously and violently out of control.<br /><br />I'm not a fan. Actually I was quite bored as the film seems to go from pillar to post for much of the first hour during which I kept wondering what the point was other than to provide a meaty role for Argento. Argento, daughter of director Dario Argento and a director in her own right, is a unique actress. At times stunningly good, she is more often then not going to give you a quirky off beat portrayal of a damaged human being. Sometimes it works and sometimes it doesn't. I don't think it completely works here mostly because the script is too ""complicated"" to support it. I didn't care what was going on so her wounded girl just rubbed me the wrong way(she seemed more nut job than anything else). I'm not blaming the actors but writer/director Assayas who has once again constructed a complicated tale with the sort of parts actors love to tackle, but which leave audiences scratching their heads because they they don't really work. <br /><br />If you must try it on cable",0,Olivier Assayas' film stars Asia Argento as a woman who had a relationship with Michael Madsen. Madsen is a business man
"Is there a movement more intolerant and more judgmental than the environmentalist movement? To a budding young socialist joining the circus must seem as intimidating as joining a real circus. Even though such people normally outsource their brain to Hollywood for these important issues, the teachings of Hollywood can often seem fragmented and confusing. Fortunately Ed is here to teach neo-hippies in the art of envirojudgementalism.<br /><br />Here you'll learn the art of wagging your finger in the face of anyone without losing your trademark smirk. You'll learn how to shrug off logic and science with powerful arguments of fear. You'll learn how to stop any human activity that does not interest you by labeling it as the gateway to planetary Armageddon.<br /><br />In addition to learning how to lie with a straight face you'll also learn how to shrug off accusations that are deflected your way no matter how much of a hypocrite you are. You'll be able to use as much energy as Al Gore yet while having people treat you as if you were Amish.<br /><br />In the second season was even more useful as we were able to visit other Hollywood Gods, holy be thy names, and audit - i.e. judge - their lifestyles. NOTE: This is the only time it's appropriate for an envirofascist to judge another because it allows the victim the chance to buy up all sorts of expensive and trendy eco-toys so that they can wag their finger in other people's faces.<br /><br />What does Ed have in store for us in season three? Maybe he'll teach us how to be judgmental while sleeping!",0,Is there a movement more intolerant and more judgmental than the environmentalist movement? To a budding young socialist joining the circus must seem as intimidating as joining
"then the second half of this movie is hard to follow. I got the first part with the Spanish Inquistion, but the film skipped many years forward with the French ruling Spain. The movie does little to fill you in on what happened, and I don't remember much about it. So, the movie gets confusing then. The movie begins when Ines, daughter of a rich merchant, is accused of Judiasm by the church, specifically Father Lorenzo. She is put to the Question and forced to confess. Even her family's wealth can not buy her out of prison. Her father forces Lorenzo to sign a confession saying he is the offspring of a chimp, in hopes of getting Ines released. All it does is give a reason for the church to condemn Lorenzo, who runs off to France.<br /><br />Then, the movie skips many years, and the French Revolution is in full force. Ines is released from prison. It was very good make up work to make Natalie Portman look that tore up. She finds her family dead and seeks Goya for her help. She tells him she had a child in prison. Goya sets up a meeting between her and Lorenzo, whom is now with the French and in power. He is the father. Goya sees the daughter and tells Lorenzo, whom decides it's best to send her off to America, so no one will find out. But before his plans get carried out, the British join the Spainish, and Spain reclaims power and he is now the persecuted. That part is not well told in the film. It's like the film shows this to happen in a day.<br /><br />FINAL VERDICT: The movie is good until it skips many years in time after the Inquistion, then the movie expects you to understand what is going on. It just got too confusing to me then.",0,"then the second half of this movie is hard to follow. I got the first part with the Spanish Inquistion, but the film skipped many years forward"
"This awful effort just goes to show what happens when you not only use computers to generate the effects, but also let them devise the plot and write the script. Someone somewhere has obviously come up with a new bit of software that asks a few questions then churns out four hours of loosely connected clichés, lousy dialogue and a collection of stock characters that you end up wishing had all drowned in the first five minutes.<br /><br />Tom Courtney took the prize for worst performance. Saying that he was wooden would be an insult to trees. It's hard to fault Robert Carlyle in almost anything he does, but the odds were stacked against even him in this one, especially since he was for some unaccountable reason required to adopt a gor' blimey London accent.<br /><br />A complete washout.",0,"This awful effort just goes to show what happens when you not only use computers to generate the effects, but also let them devise the plot and write the script"
"Well - when the cameo appearance of Jason Miller (looking even more eroded than he did in Exorcist IV) is the high point of a picture, what've you got?<br /><br />It's a little bit country, a little bit rock n' roll: mix two drunks with money who drag their kid all over the place with a bog-dried mummy (have you figured that one out yet - DRIED in a bog?) in the basement, Christopher Walken with a bad dye job, and a little girl who might have been an interesting character if they'd developed her.<br /><br />I understand - sort of - that they're going back to visit her relatives. After that....<br /><br />Problem: There are several interesting flashbacks to what I must assume is her mother being killed in a car bombing (I think). This is never connected to anything. <br /><br />Problem: What do we need the grandmother for? Now, the grandmother could be interesting. She speaks Gaelic, or Celtic, or something. Maybe you can make something of her. The best they can do is that she 's got a tobacco habit. That's all.<br /><br />Problem: They cast a real shifty character as the husband. Is he type-cast (will he sell his wife to the devil? Maybe he can look forward to the trust fund he manages for her)or is he cast against type (after all, he has a good haircut and nice clothes)? He drinks, he hesitates. He's not a bad guy. Not a good one. But dislikable. Why didn't they DO something with him?<br /><br />No problem: an old boyfriend shows up. The husband knocks him down. He comes back to knock down the husband. (It gets pretty stupid, but at least THAT character has motivation.) <br /><br />NOW - she's an alcoholic, he's an alcoholic; he might only have married her for her money. The grandmother is locked in the bedroom. The blind uncle takes our heroine to the basement to show her the mummy of a witch (are you following this?) who may come to life. In fact, you KNOW she'll come to life, the music swells. A little girl lives in the house, takes tea to the grandmother (unlocks the door to do so) and provides granny with cigarettes. Periodically, granny gets out. But nothing happens. <br /><br />Husband and wife lose the kid in the house, subsequently lose their bedroom. Uncle gets his throat cut in the basement. The leading lady has nose-bleeds. The husband drinks. They both drink. In the face of all of this, the awful truth alluded to in the first over-voice is - omigod - an abortion when the leading lady was twelve years old.<br /><br />In spite of all these dangling-thread ingredients, nobody managed to get a story on the screen. No bridge between situations, no graduation from mild disturbance to awful horror, just long slow scenes that go nowhere.;nbody, really, to care about - and they had places to go with that aspect - the innocent kid in the charge of drunks,the grandmother who might be locked up because she's a monster, but no, her worst fault is smoking. She's got great hair, good makeup. <br /><br />In short, no plot. Just a little random (predictable)violence in a dark library, with the rain gushing in, and the sound track cuing us in. You need more than a few drunks and Christopher Walken to make a movie.<br /><br />The production values were good. Oh. Nice scenery, good wardrobe. The cameraman, at least, knew what he was doing.<br /><br />I bought it. Poor me.",0,Well - when the cameo appearance of Jason Miller (looking even more eroded than he did in Exorcist IV) is the high point of a picture
"OK, anyone who could honestly say that this movie was Great or even Good is either delusional or knows the Director, Writer and Producers and is trying to boost the buzz on this film. I watched the movie because a friend of mine worked on it and it was Horrible. I'm an actress and have worked in the industry for a while now on big films and even independents and this movie bored me to tears. The reason I'm being so harsh is because this film was clearly a different take on ""Of Mice and Men"" and they should sue because it is such a horrible rip-off of the story. In an industry where Hollywood seems to be creatively bankrupt...for someone to take a classic book and film ""Of Mice and Men"" and destroy it with a new spin bugs me so much. The actors, the accents, the dialog and the direction were amateurish and the writing was dismal. I mean if your going to take a new spin on an existing story make sure its just as good or better than the original to make the new spin justified. Did not like this movie at all.",0,"OK, anyone who could honestly say that this movie was Great or even Good is either delusional or knows the Director, Writer and Producers and is"
"Man, this movie sucked big time! I didn't even manage to see the hole thing (my girlfriend did though). Really bad acting, computer animations so bad you just laugh (woman to werewolf), strange clips, the list goes on and on. Don't know if its just me or does this movie remind you of a porn movie? And I don't mean all the naked ladys... It's something about the light or something... This could maybee become a classic just because of the bad acting and all the naked women, but not because it's an original movie white a nice plot twist. My final words are: Don't see it! It's not worth the time. If you wanna see it because the nakedness there's lots of better ones to see!",0,"Man, this movie sucked big time! I didn't even manage to see the hole thing (my girlfriend did though). Really bad acting, computer animations so"
"On the heels of the well received and beloved coming of age film classic ,concerning the lives of teenagers as they headed into adulthood, George Lucas' American Graffiti, we have Cooley High. An adaptation of sorts by one Eric Monte, co creator of the popular 1970's CBS sitcom Good Times.<br /><br />Cooley High was, and is, viewed as a black version of American Graffiti.Instead of central California ,as in American Graffiti, we have the black slum of Chicago's Cabrini Green as the backdrop for the story here. Instead of America in 1962 Cooley High is situated in 1964.The movie stars Welcome Back Kotter's ,Lawrence Hilton Jacobs and Glynn Turman as the movie main protagonists and its' main characters. It has Garrett Morris playing the principal who tries to keep Jacobs' and Turman's characters,named Coceise and Preach, out of trouble a great deal of the time.<br /><br />You know, I would like to say that Cooley High is a worthy comparison piece to American Graffiti or that it is a great film on its' own but I can't. The problem lies with the fact that the producers of the film couldn't or wouldn't hide the sad underside of black life in America.Having the film in the Cabrini Green part of Chicago doesn't help things.<br /><br />Neither does the crass gross attempts at humor here. When Coceise is looking for a letter of intent from a college he finds his little brother has thrown down a toilet. When the gang visits the Chicago Zoo, one of the gang named Pooter, has manure thrown on him by an ape. When the Turman's character,Preach, is being chased by two hoodlums in the school hangout(A dirty and depressing place to eat food in much less meet people at), he opens the door of the girls' bathroom while a girl is relieving herself as he escapes through the window of the same bathroom! The high school, the homes of the characters, the bathrooms, just about everywhere in the film displays the unfortunate look of urban decay and poverty.<br /><br />If that wasn't enough there was the rough display of humor in the film. The use of violence and profanity in the film. Cooley High may be an coming of age film ,but it is a hard and rough coming of age film with little or none of the wit and liking of the use of nostalgia that made people like and appreciate American Graffiti so much.<br /><br />Motown Records had a hand in making the film. The company's music was part of the film's soundtrack. But even here you get a sense of same old same old as one has heard these songs before a million times over. Not that they weren't great songs within themselves but black music,of that time period was more than just Motown.Especially in Chicago. The song nearing the end of the movie, by the Spinners' G.C. Cameron, was not all that impressive. There have been better Motown ballads that have been done, by better Motown artists than Cameron without question.<br /><br />The last part of the film showing where the characters went to pay homage to the film Cooley High aimed to be ,American Graffiti. It shows that Preach,an intelligent but underachieving student went to Hollywood and became a successful television writer. Eric Monte may have patterned himself as Turman's character. The last shot of film show's Preach running away from Coceise's funeral ,held on a dark rainy afternoon, and all the bleakness that Cooley High came to represent. Eric Monte ,through Preach and that final scene, had one little lesson for all of us when watching Cooley High and for the love of the past. Don't look back.",0,"On the heels of the well received and beloved coming of age film classic,concerning the lives of teenagers as they headed into adulthood, George Lucas'"
"Wow. The only people reviewing this positively are the Carpenter apologists. I know a lot of those. The guys that'll watch John Carpenter squat on celluloid and pinch out a movie and proclaim it a masterwork of horror. This ""movie"" is utter crap. It looks and sounds like a porno (good lord, the soundtrack is awful...), and has sub-par porn acting, which is shocking, because normally Ron Perlman is really a very good actor. I honestly have no idea what Carpenter was thinking when making this. Most likely ""Beans, beans, beans.."" until somebody fed him and rolled him up into a blanket for the day... They say nothing about the abortion debate whatsoever, when they could have had a very interesting central theme (how do religious zealot anti-abortionists feel when it's the devil's baby?) but instead they chose to have Ron Perlman and his terribly acted kids kill a bunch of people and have the horribly cast doctors try to calm the hysterically bad pregnant girl. Not a single person from this episode or what have you should come away unscathed. It's just awful. Like, Plan 9 From Outerspace awful. Like, good god please would somebody turn it off before I soil myself awful. Try watching this and The Thing in the same day and your mind will implode.",0,Wow. The only people reviewing this positively are the Carpenter apologists. I know a lot of those. The guys that'll watch John Carpenter squat on cellul
"4 out of 10.<br /><br />This film was neither funny as a whole nor was it even worthing investing any kind of emotion into the characters. Eugene Levy is probably the most funny.... The rest of the cast do their jobs, but the story never really gets very deep and there are a lot of holes in the plot that never get filled. This just wasn't very much fun, despite being funny at times.<br /><br />",0,4 out of 10.<br /><br />This film was neither funny as a whole nor was it even worthing investing any kind of emotion into the
